ASSURED NAME,VESSEL,POLICY NUMBER,INCEPT DATE,EXPIRY DATE,ITEM NUMBER,ITEM TITLE,OCCUPANCY,CLAIM NUMBER,DATE OF LOSS,CURRENCY,POLICY GROSS SUM INSURED,POLICY RETAINED SUM INSURED,POLICY QS SUM INSURED,POLICY SURPLUS SUM INSURED,POLICY PMMSC SUM INSURED,POLICY OTHER TREATY SUM INSURED,POLICY FACUL SUM INSURED,ITEM GROSS SUM INSURED,ITEM RETAINED SUM INSURED,ITEM QS SUM INSURED,ITEM SURPLUS SUM INSURED,ITEM PMMSC SUM INSURED,ITEM OTHER TREATY SUM INSURED,ITEM FACUL SUM INSURED,LOSS RESERVE,LOSS PAID,EXPENSE RESERVE,EXPENSE PAID,RECOVERIES,LOSS DESCRIPTION,LOSS DETAIL,STATUS,FRONTING/REFERRED,INTM NUMBER,INTERMEDIARY NAME,WITH EX-GRATIA,CO INSURANCE,PISC LEAD CO I,ORG TYPE
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02780,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,0,0,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02781,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02782,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,0,0,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02783,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,7664,7664,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02784,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,61441.49,61441.49,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02785,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,28008.76,28008.76,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02786,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,34481.3,34481.3,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02787,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,238493.34,238493.34,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02788,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,19226.63,19226.63,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02789,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,55800.75,55800.75,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02790,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,143291.76,143291.76,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02791,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,12997.37,12997.37,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02792,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,40931.01,40931.01,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02793,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,162368.59,162368.59,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02794,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,119932.96,119932.96,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02795,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,61538.8,61538.8,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02796,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,29025.6,29025.6,4464.29,4464.29,0,Typhoon Odette,Partial Loss,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02797,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,0,0,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02798,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,4464.29,4464.29,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02799,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,137168.27,137168.27,4464.29,4464.29,0,PROPERTY DAMAGE DUE TO TYPHOON,,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02800,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,47114.99,47114.99,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02801,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,6270.9,6270.9,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02802,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02803,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,84478.19,84478.19,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02804,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,7183.6,7183.6,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02805,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,125620.2,125620.2,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02806,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,155226.04,155226.04,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02807,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,6352,6352,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02808,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,15382.74,15382.74,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02809,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,69509,69509,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02810,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02811,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02812,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,116311.6,116311.6,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02813,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5000,5000,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02814,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,50755.54,50755.54,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02815,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,30357.7,30357.7,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02816,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,16528.01,16528.01,0,0,0,TYPHOON ODETTE,PARTIAL LOSS,OS-FOR APPROVAL,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02817,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,51497.3,51497.3,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02818,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,37574.56,37574.56,4464.29,4464.29,0,TYPHOON ODETTE,PARTIAL LOSS,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
HOME DEVELOPMENT MUTUAL FUND/PAG-IBIG FUND (HDMF) AND/OR VARIOUS MEMBERS/BORROWERS OF HDMF WITH OUTSTANDING HOUSING LOANS AS DECLARED TO INSURERS,,FI-NIL-RS-21-0000007-03-D,01/11/2021,01/12/2022,1,MORT. REAL PROPERTY,RESIDENTIAL,FI-NIL-RS-22-02819,12/16/2021,PHP,4.461E+11,2.36433E+11,0,0,0,0,2.09667E+11,###############,###############,0,0,0,0,###############,5776.92,5776.92,4464.29,4464.29,0,Damage to Property of,Neil Velez,CLOSED,,155,"LOCKTON PHILS. INSURANCE & REINS.  BROKERS, INC.",N,N,N,I
